,STATEFP_x,COUNTYFP_x,TRACTCE,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,tract_fips10_x,year_x,population_x,aland10_x,count_445110,count_sales_445110,count_emp_445110,popden_445110,popden_sales_445110,popden_emp_445110,aden_445110,aden_sales_445110,aden_emp_445110,count_4452,count_sales_4452,count_emp_4452,popden_4452,popden_sales_4452,popden_emp_4452,aden_4452,aden_sales_4452,aden_emp_4452,count_452311,count_sales_452311,count_emp_452311,popden_452311,popden_sales_452311,popden_emp_452311,aden_452311,aden_sales_452311,aden_emp_452311,State_Code_x,County_Code_x,TRACT_FIPS20,ALAND20,TOTPOP20,POPDEN16_20,PHISPANIC16_20,PNHWHITE16_20,PNHBLACK16_20,PFBORN16_20,PLIMENG16_20,PED1_16_20,PED2_16_20,PED3_16_20,PFAMINCLT40K16_20,PFAMINCGE40LT75K16_20,PFAMINCGE75LT125K16_20,PFAMINCGE125K16_20,PNVMAR16_20,P18YR_16_20,P18_29_16_20,P30_39_16_20,P40_49_16_20,P50_69_16_20,PGE70_16_20,PUNEMP16_20,PPROF16_20,PPOV16_20,PPUBAS16_20,PFHFAM16_20,PSNGPNT16_20,POWNOC16_20,AFFLUENCE16_20,DISADVANTAGE16_20,HISPAN_FORBORN_LIMENG16_20,MEDFAMINC16_20,MEDFAMINC_NHWHITE16_20,MEDFAMINC_BLACK16_20,MEDFAMINC_HISPANIC16_20,RATIO_MEDFAMINC_NHWTOB16_20,RATIO_MEDFAMINC_NHWTOHISP16_20,State_Code_y,County_Code_y,tract_fips10_y,year_y,population_y,aland10_y,count_7225,count_sales_7225,count_emp_7225,popden_7225,popden_sales_7225,popden_emp_7225,aden_7225,aden_sales_7225,aden_emp_7225,count_722511,count_sales_722511,count_emp_722511,popden_722511,popden_sales_722511,popden_emp_722511,aden_722511,aden_sales_722511,aden_emp_722511,count_722513,count_sales_722513,count_emp_722513,popden_722513,popden_sales_722513,popden_emp_722513,aden_722513,aden_sales_722513,aden_emp_722513,count_722515,count_sales_722515,count_emp_722515,popden_722515,popden_sales_722515,popden_emp_722515,aden_722515,aden_sales_722515,aden_emp_722515,count_722410,count_sales_722410,count_emp_722410,popden_722410,popden_sales_722410,popden_emp_722410,aden_722410,aden_sales_722410,aden_emp_722410,State_Code_x.1,County_Code_x.1,tract_fips10,year,population,aland10,count_4453,count_sales_4453,count_emp_4453,popden_4453,popden_sales_4453,popden_emp_4453,aden_4453,aden_sales_4453,aden_emp_4453,count_453991,count_sales_453991,count_emp_453991,popden_453991,popden_sales_453991,popden_emp_453991,aden_453991,aden_sales_453991,aden_emp_453991,count_445120,count_sales_445120,count_emp_445120,popden_445120,popden_sales_445120,popden_emp_445120,aden_445120,aden_sales_445120,aden_emp_445120,count_447110,count_sales_447110,count_emp_447110,popden_447110,popden_sales_447110,popden_emp_447110,aden_447110,aden_sales_447110,aden_emp_447110,State_Code_y.1,County_Code_y.1,mrFEI,STATEFP_y,COUNTYFP_y,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,SNAP,TargetLabel,mrFEI_food_desert_swamp,mrFEI_food_desert,mrFEI_food_desert_swamp_cluster_desert
100,36,47,0118800,36047118800,New York,Kings County,1,4651,1247,0,8,0.17,0,0,0,0,0,1,22.1,57766.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226,1379,301,757,794,1647,4,88,1361,1718,796,275,36047118800,2017,4760.0,0.0673262,10,10,10,2.10084,2.10084,2.10084,148.5306,148.5306,148.5306,2,2,1,0.4201681,0.4201681,0.210084,29.70613,29.70613,14.85306,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047118800.0,0.067326948,4758.0,70670.07031,0.270071447,0.07250946,0.360235393,0.543505669,0.070878275,0.232521355,0.596330285,0.171148375,0.282880992,0.298538625,0.241127342,0.177453026,0.492280871,0.188944936,0.255779743,0.099621691,0.124211855,0.302227825,0.029213956,0.040038131,0.194637537,0.216227695,0.315126061,0.03862213,0.03862213,0.271008402,0.181079641,0.271411598,0.294818461,58065, ,55579,75250, , ,36.0,47.0,36047118800,2017,4760.0,0.0673262,12,12,11,2.521008,2.521008,2.310925,178.2368,178.2368,163.3837,7,7,7,1.470588,1.470588,1.470588,103.9714,103.9714,103.9714,1,1,1,0.210084,0.210084,0.210084,14.85306,14.85306,14.85306,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047118800,2017,4760.0,0.0673262,2,2,2,0.4201681,0.4201681,0.4201681,29.70613,29.70613,29.70613,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.5555555555555556,,,,,,,,,,0.315126061,1,0,0,1
101,36,47,05202,36047005202,New York,Kings County,1,2481,1411,0,0,0.0,0,0,0,0,1,0,16.2,90000.0,0,1,0,1,0,0,0,1,,775.0,,,216.0,,775.0,31.24,216.0,8.7,72.0,2.9,190.0,7.64,711.0,28.64,7.0,0.28,33.0,1.33,1.0,0.03,1.0,0.03,23.0,0.94,55.0,2.22,165.0,11.72,30.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,286,495,2242,23,121,1,1,93,179,544,83,36047005202,2017,2424.0,0.0571369,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.4125413,0.4125413,0.4125413,17.50181,17.50181,17.50181,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047005202.0,0.051456608,2501.0,48604.05859,0.050379846,0.888444602,0.010395842,0.229108363,0.051969822,0.06676273,0.401536971,0.531700313,0.238897398,0.078101069,0.197549775,0.485451758,0.343487859,0.12994802,0.104358256,0.155537784,0.102359056,0.322271079,0.18552579,0.009946442,0.526275098,0.166532904,0.074046373,0.045941807,0.079632469,0.549738228,0.514475703,0.159825563,0.110486008,117025,117050, , , , ,36.0,47.0,36047005202,2017,2424.0,0.0571369,1,1,1,0.4125413,0.4125413,0.4125413,17.50181,17.50181,17.50181,1,1,1,0.4125413,0.4125413,0.4125413,17.50181,17.50181,17.50181,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.4125413,0.4125413,0.4125413,17.50181,17.50181,17.50181,36,47,36047005202,2017,2424.0,0.0571369,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.0,,,,,,,,,,0.074046373,0,1,1,1
102,36,47,06400,36047006400,New York,Kings County,1,3478,1491,0,0,0.0,0,0,0,0,0,0,10.3,84500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,716,460,2658,88,350,0,11,371,560,537,160,36047006400,2017,3171.0,0.0784467,5,5,4,1.57679,1.57679,1.261432,63.73755,63.73755,50.99004,3,3,3,0.9460738,0.9460738,0.9460738,38.24253,38.24253,38.24253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047006400.0,0.078446694,2996.0,38191.53906,0.142189592,0.732309759,0.009679573,0.257343113,0.097552322,0.186251745,0.339990705,0.473757535,0.165545091,0.191117093,0.324360698,0.318977118,0.393737763,0.199265689,0.145527363,0.108144194,0.12116155,0.279372483,0.146528706,0.087968953,0.584397137,0.162044778,0.116243266,0.029609691,0.099596232,0.438029259,0.45904392,0.147944376,0.165695012,90993,100135, ,80799, ,1.239309907,36.0,47.0,36047006400,2017,3171.0,0.0784467,20,20,19,6.307158,6.307158,5.991801,254.9502,254.9502,242.2027,16,16,16,5.045727,5.045727,5.045727,203.9602,203.9602,203.9602,1,1,1,0.3153579,0.3153579,0.3153579,12.74751,12.74751,12.74751,1,1,1,0.3153579,0.3153579,0.3153579,12.74751,12.74751,12.74751,3,3,3,0.9460738,0.9460738,0.9460738,38.24253,38.24253,38.24253,36,47,36047006400,2017,3171.0,0.0784467,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.2272727272727272,,,,,,,,,,0.116243266,0,0,0,0
103,36,47,017200,36047017200,New York,Kings County,1,2931,1046,0,8,0.27,0,0,0,0,0,0,10.5,94432.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,610,447,1734,14,1006,0,5,172,302,231,88,36047017200,2017,3360.0,0.079654,5,5,5,1.488095,1.488095,1.488095,62.77146,62.77146,62.77146,3,3,2,0.8928571,0.8928571,0.5952381,37.66288,37.66288,25.10859,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047017200.0,0.07965944,3275.0,41112.51563,0.218320608,0.361526728,0.018015267,0.444580168,0.162316993,0.165106386,0.502127647,0.332765967,0.2252042,0.134189039,0.241540253,0.399066508,0.240014523,0.18900764,0.209770992,0.154503822,0.125496179,0.178320616,0.142900765,0.076876879,0.348080665,0.084532924,0.049302325,0.024504084,0.024504084,0.418604642,0.359971046,0.119679816,0.275072575,110449,110840, ,101027, ,1.097132444,36.0,47.0,36047017200,2017,3360.0,0.079654,10,10,10,2.976191,2.976191,2.976191,125.5429,125.5429,125.5429,5,5,5,1.488095,1.488095,1.488095,62.77146,62.77146,62.77146,1,1,1,0.297619,0.297619,0.297619,12.55429,12.55429,12.55429,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047017200,2017,3360.0,0.079654,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.4545454545454545,36,047,1400000US36047017200,36047017200,172,CT,206304.0,0.0,"POLYGON ((-74.014695 40.606424, -74.01127799999999 40.609705999999996, -74.008304 40.612567999999996, -74.006014 40.611325, -74.009078 40.608377999999995, -74.010823 40.606701, -74.01236999999999 40.605214, -74.014695 40.606424))",0.049302325,0,0,0,0
104,36,47,028400,36047028400,New York,Kings County,1,4003,1408,0,0,0.0,0,0,0,0,0,1,17.7,58390.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,819,555,2372,34,1019,0,9,569,714,669,377,36047028400,2017,3712.0,0.06342,3,3,3,0.8081897,0.8081897,0.8081897,47.3037,47.3037,47.3037,2,2,2,0.5387931,0.5387931,0.5387931,31.5358,31.5358,31.5358,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047028400.0,0.063419983,3440.0,54241.57813,0.247965112,0.389244199,0.012790698,0.537209332,0.307471275,0.193133041,0.414748341,0.392118603,0.275442481,0.30420354,0.325221241,0.095132746,0.296803653,0.188662797,0.18982558,0.169186041,0.112499997,0.209593028,0.130232558,0.046824541,0.274421245,0.160755813,0.258410871,0,0.078539826,0.130279168,0.253890872,0.231536388,0.364215255,61598,60859, , , , ,36.0,47.0,36047028400,2017,3712.0,0.06342,15,15,15,4.040948,4.040948,4.040948,236.5185,236.5185,236.5185,7,7,7,1.885776,1.885776,1.885776,110.3753,110.3753,110.3753,5,5,5,1.346983,1.346983,1.346983,78.8395,78.8395,78.8395,2,2,2,0.5387931,0.5387931,0.5387931,31.5358,31.5358,31.5358,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047028400,2017,3712.0,0.06342,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.2693965,0.2693965,0.2693965,15.7679,15.7679,15.7679,1,1,1,0.2693965,0.2693965,0.2693965,15.7679,15.7679,15.7679,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.2,36,047,1400000US36047028400,36047028400,284,CT,164257.0,0.0,"POLYGON ((-74.00263 40.603846999999995, -74.000457 40.605934, -73.999831 40.606536999999996, -73.99924899999999 40.607096, -73.998667 40.607656999999996, -73.998086 40.608216, -73.997503 40.608775, -73.99530299999999 40.607445, -73.995882 40.606885999999996, -73.996465 40.606328, -73.997044 40.605768999999995, -73.998254 40.604608, -74.000022 40.602906999999995, -74.00032399999999 40.60262, -74.001098 40.603034, -74.001846 40.603431, -74.00263 40.603846999999995))",0.258410871,0,0,0,0
105,36,47,028501,36047028501,New York,Kings County,1,428,125,0,21,4.91,0,0,0,0,0,1,27.8,87750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,119,9,135,85,11,0,5,192,249,89,19,36047028501,2017,460.0,0.0321395,4,4,3,8.695652,8.695652,6.521739,124.4573,124.4573,93.343,3,3,3,6.521739,6.521739,6.521739,93.343,93.343,93.343,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047028501.0,0.032130651,386.0,12013.45117,0.518134713,0.264248699,0.051813472,0.349740922,0.195592284,0.444055945,0.188811183,0.367132872,0.484848499,0.25757575,0.212121218,0.045454547,0.724517882,0.101036273,0.31088084,0.373057008,0.098445594,0.069948189,0.046632126,0.074074075,0.51111114,0.385869563,0.342105269,0.106060609,0.106060609,0,0.307899535,0.404274434,0.354489297,55192,103438, ,33500, ,3.087701559,36.0,47.0,36047028501,2017,460.0,0.0321395,10,10,8,21.73913,21.73913,17.3913,311.1433,311.1433,248.9147,5,5,3,10.86957,10.86957,6.521739,155.5717,155.5717,93.343,3,3,3,6.521739,6.521739,6.521739,93.343,93.343,93.343,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047028501,2017,460.0,0.0321395,1,1,1,2.173913,2.173913,2.173913,31.11433,31.11433,31.11433,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.173913,2.173913,2.173913,31.11433,31.11433,31.11433,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.3333333333333333,36,047,1400000US36047028501,36047028501,285.01,CT,83218.0,0.0,"POLYGON ((-73.944388 40.700424999999996, -73.941931 40.700725, -73.941149 40.700281, -73.938902 40.699037, -73.938568 40.698848, -73.94115 40.698541, -73.943949 40.698222, -73.944096 40.698972999999995, -73.944388 40.700424999999996))",0.342105269,1,0,0,1
106,36,47,055600,36047055600,New York,Kings County,1,3712,1349,0,22,0.59,0,0,0,0,0,0,17.2,78295.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,976,464,3149,34,396,0,7,126,158,443,244,36047055600,2017,3951.0,0.0745945,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.2531005,0.2531005,0.2531005,13.40581,13.40581,13.40581,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047055600.0,0.074593395,3657.0,49025.78906,0.089691006,0.773584902,0.004648619,0.400875032,0.107425891,0.120567374,0.432180852,0.447251767,0.405472636,0.197761193,0.131840795,0.264925361,0.364018202,0.298878849,0.14137271,0.090784796,0.107191689,0.264424384,0.09734755,0.019452449,0.370315939,0.263721198,0.17762129,0.028606964,0.028606964,0.378716737,0.360831022,0.282271713,0.199330643,50714,59352, , , , ,36.0,47.0,36047055600,2017,3951.0,0.0745945,4,4,4,1.012402,1.012402,1.012402,53.62322,53.62322,53.62322,3,3,3,0.7593014,0.7593014,0.7593014,40.21741,40.21741,40.21741,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047055600,2017,3951.0,0.0745945,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.0,36,047,1400000US36047055600,36047055600,556,CT,193199.0,0.0,"POLYGON ((-73.961732 40.605357999999995, -73.960732 40.60547, -73.959576 40.605596, -73.957724 40.6058, -73.95683 40.601087, -73.957757 40.600986, -73.958683 40.600885, -73.95961199999999 40.600781, -73.96136299999999 40.600589, -73.961732 40.605357999999995))",0.17762129,0,1,1,1
107,36,47,092800,36047092800,New York,Kings County,1,2656,1028,0,19,0.72,0,0,0,0,0,0,12.5,74000.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,566,370,72,2451,56,0,3,74,163,525,202,36047092800,2017,3136.0,0.0607312,1,1,1,0.3188775,0.3188775,0.3188775,16.46601,16.46601,16.46601,2,2,2,0.6377551,0.6377551,0.6377551,32.93202,32.93202,32.93202,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047092800.0,0.060702596,2764.0,45533.47266,0.030752532,0.007959479,0.957308233,0.488060772,0.016232541,0.102308735,0.624264359,0.27342689,0.127525255,0.282828271,0.185606062,0.404040396,0.484848499,0.13350217,0.159913167,0.108176559,0.127713457,0.302460194,0.168234438,0.018146468,0.295049518,0.115412444,0.165354326,0.164141417,0.196969703,0.37357831,0.324172258,0.136097342,0.178348616,111250, ,110764, , , ,36.0,47.0,36047092800,2017,3136.0,0.0607312,1,1,1,0.3188775,0.3188775,0.3188775,16.46601,16.46601,16.46601,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.3188775,0.3188775,0.3188775,16.46601,16.46601,16.46601,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047092800,2017,3136.0,0.0607312,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.5,36,047,1400000US36047092800,36047092800,928,CT,157219.0,0.0,"POLYGON ((-73.913744 40.654168999999996, -73.912329 40.654135, -73.910679 40.65418, -73.90972599999999 40.654312999999995, -73.909335 40.652809, -73.908558 40.652096, -73.909449 40.651522, -73.911823 40.649983999999996, -73.91340699999999 40.651407, -73.91522599999999 40.653039, -73.913744 40.654168999999996))",0.165354326,0,0,0,0
108,36,47,014300,36047014300,New York,Kings County,1,3487,1427,0,0,0.0,0,0,0,0,0,0,9.0,108218.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,582,242,2244,191,259,3,24,766,1394,752,113,36047014300,2017,3631.0,0.0838452,6,6,5,1.652437,1.652437,1.377031,71.56047,71.56047,59.63372,8,8,8,2.20325,2.20325,2.20325,95.41396,95.41396,95.41396,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047014300.0,0.083863318,3599.0,42915.06641,0.358988613,0.441511542,0.0308419,0.248958051,0.059309952,0.137121215,0.273106068,0.589772701,0.122265115,0.153153151,0.22908622,0.495495498,0.461138219,0.172547936,0.212003335,0.232564598,0.095304251,0.220616832,0.066963047,0.049792532,0.610480368,0.078632951,0.150185868,0.079794079,0.119691119,0.223791823,0.565249503,0.117027976,0.222418875,124620,131696,150192,124185,0.876850963,1.060482383,36.0,47.0,36047014300,2017,3631.0,0.0838452,13,13,13,3.580281,3.580281,3.580281,155.0477,155.0477,155.0477,9,9,9,2.478656,2.478656,2.478656,107.3407,107.3407,107.3407,1,1,1,0.2754062,0.2754062,0.2754062,11.92674,11.92674,11.92674,1,1,1,0.2754062,0.2754062,0.2754062,11.92674,11.92674,11.92674,3,3,3,0.8262187,0.8262187,0.8262187,35.78024,35.78024,35.78024,36,47,36047014300,2017,3631.0,0.0838452,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.375,36,047,1400000US36047014300,36047014300,143,CT,217211.0,0.0,"POLYGON ((-73.996393 40.664954, -73.995795 40.665516, -73.994845 40.666805, -73.99277 40.665507, -73.990517 40.664162999999995, -73.98833499999999 40.662805, -73.98876899999999 40.662431999999995, -73.988924 40.662282999999995, -73.99005199999999 40.661139, -73.990635 40.660579, -73.99283799999999 40.661909, -73.995098 40.663272, -73.99695799999999 40.664393, -73.996393 40.664954))",0.150185868,0,0,0,0
109,36,47,036001,36047036001,New York,Kings County,1,3217,1798,0,44,1.37,0,0,0,0,0,1,35.7,37188.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,256,1237,3096,16,23,0,1,81,128,1297,806,36047036001,2017,3090.0,0.0366778,3,3,3,0.9708738,0.9708738,0.9708738,81.7934,81.7934,81.7934,5,5,4,1.618123,1.618123,1.294498,136.3223,136.3223,109.0579,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047036001.0,0.036606733,3156.0,86213.64844,0.029467681,0.852344751,0.002534854,0.778833985,0.460055083,0.067896388,0.429356366,0.502747238,0.419037193,0.229759306,0.215536118,0.135667399,0.135135129,0.149556398,0.068124205,0.121356145,0.086818755,0.260139406,0.314005077,0.054263566,0.297540992,0.285171092,0.471539855,0.091903716,0.091903716,0.239664465,0.311985195,0.391916037,0.42278558,51250,47150, , , , ,36.0,47.0,36047036001,2017,3090.0,0.0366778,4,4,4,1.294498,1.294498,1.294498,109.0579,109.0579,109.0579,4,4,4,1.294498,1.294498,1.294498,109.0579,109.0579,109.0579,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047036001,2017,3090.0,0.0366778,2,2,2,0.6472492,0.6472492,0.6472492,54.52893,54.52893,54.52893,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.4285714285714285,36,047,1400000US36047036001,36047036001,360.01,CT,94811.0,0.0,"POLYGON ((-73.968535 40.576291, -73.96638 40.576550999999995, -73.96509499999999 40.576827, -73.963279 40.577211999999996, -73.962881 40.574982999999996, -73.964711 40.574782, -73.966754 40.574833, -73.968868 40.575236, -73.968535 40.576291))",0.471539855,1,0,0,1
